movie_id,title,tmdb_id,poster_path,overview,vote_average
1529,Underground (1995),3565,/6RK3O2MMvu7bJWpnauwJDyDDaoO.jpg,"A working-class love story set in and around the London Underground of the 1920s. Two men – gentle Bill and brash Bert – meet and are attracted to the same woman on the same day at the same Underground station. But the lady chooses Bill, and Bert isn't the type to take rejection lightly...",6.9
1530,Jefferson in Paris (1995),87729,/vcZCvsm920LoNDb7pMibJkxIE4n.jpg,"His wife having recently died, Thomas Jefferson accepts the post of United States ambassador to pre-revolutionary France, though he finds it difficult to adjust to life in a country where the aristocracy subjugates an increasingly restless peasantry. In Paris, he becomes smitten with cultured artist Maria Cosway, but, when his daughter visits from Virginia accompanied by her attractive slave, Sally Hemings, Jefferson's attentions are diverted.",5.033
1531,Far From Home: The Adventures of Yellow Dog (1995),27985,/bHtNHOiSmfX1KlJwc9Jvc8sYcjB.jpg,"Teenager Angus adopts a stray dog and names him Yellow. Several days later, while travelling along the coast of British Columbia with Angus's father, John, the boy and dog become stranded when turbulent waters capsize their boat. Angus's parents relentlessly badger rescue teams. Angus, schooled by his father in wilderness survival skills, and assisted by the intelligent Yellow Dog, tries to attract rescuers.",6.151
1532,Foreign Student (1994),95743,/4LexKl8qiKEneVN7uSVN3zDvVDZ.jpg,A French football playing exchange student falls in love.,3.8
1533,I Don't Want to Talk About It (De eso no se habla) (1993),124304,/ijVUC5LFY2XA2FtLpz7WqMR29TL.jpg,"In an Argentine village in the 1930s, the willful Leonor discovers that her beloved daughter, Charlotte, has dwarfism. Attempting to let her have as normal a childhood as possible, Leonor never discusses Charlotte's lack of stature, nor lets anyone else in the village ever mention it. As Charlotte grows up into a smart and self-possessed young woman, local eccentric Ludovico, who collects miniatures, becomes smitten with her.",6.0
1534,Twin Town (1997),15321,/b9rf32Mq0bQ0pJ3EZ5ghY52J4tS.jpg,"Jeremy and Julian Lewis, the ""Lewis Twins"", are two unruly brothers who terrorise the city of Swansea from the caravan park where they live with their family. When their father, Fatty, is injured while working on a roof for local kingpin Bryn Cartwright, they try in vain to claim compensation. Thus begins a campaign of terror, which local policemen Terry and Grayo are ill-equipped to prevent, involved as they are in a drugs deal with Cartwright.",6.225
1535,"Enfer, L' (1994)",17961,/76ccjXiC0sBBGGD75HCQrmGBgP7.jpg,"Forced to work extremely hard to keep things afloat, Paul begins hearing voices in his head questioning his past choices. Convinced that his wife has been unfaithful, he begins to see every male guest as a potential threat. What follows is Paul's downward spiral into the madness of deranged jealousy where he finally discovers that hell is not a state of mind – hell is himself.",6.8
1537,Cosi (1996),90214,/g4b3tEgmPSq7mZ7db1r9i5jHEHV.jpg,"Lewis, a young amateur theater director, is offered a job with a governmental program for the rehabilitation of mentally ill patients in a Sydney institution. His project is overrun by one of the patients who wants to stage the opera Cosi Fan Tutte by Mozart despite the fact that none of the patients are able to sing and none of them speak Italian. A comedy of errors ensues, but one which unifies the patients and their director in unexpected ways.",6.088
1538,All Over Me (1997),12793,/gCsHKHWhKXI3YMWlP1tJ2NSvV2p.jpg,"Claude and Ellen are best friends who live in a not-so-nice area of New York. They're involved in the subculture of 90s youth, complete with drugs, live music, and homophobia. All is changed one night when a violent and meaningless death rocks their lives.",5.92
1539,Being Human (1993),46924,/1OJilNyyJPH3es0HZzebJjuPJua.jpg,One man must learn the meaning of courage across four lifetimes centuries apart.,5.1
1540,"Amazing Panda Adventure, The (1995)",30765,/tIK40vCE9i8g4VhyJ3LLr5y1ROJ.jpg,"Far from home in the lush bamboo forests of China, ten-year-old Ryan Tyler, with the help of a young girl, goes on a wonderful journey to rescue a baby panda taken by poachers.",5.6
1541,"Beans of Egypt, Maine, The (1994)",218473,/aPhwUrsviNrbBs8khuDHsnX9cn9.jpg,"The Beans are poor, proud, hated by all, but alive in the sense that they struggle against their lot and support each other in time of trouble. Earlene lives across the street from the Bean's trailer, and the view from her window is better than any daytime television soap opera; especially Beal Bean, and especially Beal Bean shirtless. When Reuben Bean is sent to prison for resisting arrest for out-of-season deer hunting, Beal takes up with Reuben's woman Roberta. He also has a child by Earlene, with a triangle of sex complicated by poverty.",5.0
1542,"Scarlet Letter, The (1926)",56485,/kKX61echirKRwARuxp6HcAeTMq9.jpg,A cop's desire for love gets in the way of his job and his professional life. Secret love affairs begin to dangerously collide as he gets assigned to a new homicide case.,6.356
1543,Johns (1996),56830,/dIiAsjLNB0ud1MiwXxv1GEuuuXS.jpg,"It's the day before Christmas, the day before John's 21st birthday. He's a prostitute on Santa Monica Blvd in L.A., and he wants to spend that night and the next day at the posh Park Plaza Hotel. Meanwhile, Donner, a lad new to the streets, wants John to leave the city with him. John spends the day trying to figure out how to deal with Donner's friendship.",5.25
1544,It Takes Two (1995),33689,/4CptjFLiIJXtjc3dykS7vkEHMbw.jpg,"Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda.",6.514
1545,Frankie Starlight (1995),73067,/6v3VxWhFsr2Qx8qIQkG4WL3f76X.jpg,The quirky story of a young boy's adventures growing up with his stunningly beautiful mother and the two very different men who love her.,5.036
1546,Shadows (Cienie) (1988),1419406,/e0RU6KpdnrqFxDKlI3NOqN8nHL6.jpg,Macau Police brings the tracking expert police officer out of retirement to help catch a dangerous group of professional thieves.,6.4
1547,"Show, The (1995)",94459,/iBzayhQjfiSF5DdzNQX4iUDZtyg.jpg,"A harried propman backstage at a theater must put up with malfunctioning wind machines, roosters that spit nitroglycerine, and a gang planning to rob the theater's payroll.",6.8
1548,The Courtyard (1995),224516,/bjzX4GiWWAfkNwhOsMq1wLAfTYd.jpg,Architect Jonathan moves into an LA courtyard apartment complex; then one of his neighbors is murdered ... by mistake ... Jonathan was the intended victim!,4.3
1549,Dream Man (1995),61813,/tsgOkBKwz694XDRg3VfOSD7rq5e.jpg,"Kris is a homicide cop with psychic abilities. She works to prove that the prime suspect in her latest case (the much younger husband of the millionaire victim) is innocent. But are her visions true, or planned by someone who knows what she can see?",3.214
1550,Destiny Turns on the Radio (1995),62488,/kd04IvuW1wvgGoB2HxSuFVIU9rU.jpg,"Johnny Destiny burns into Las Vegas in his hot Plymouth RoadRunner, stopping only to pick up a stranger stranded in the desert. But then, things aren't always as they seem. Anything can happen in that town of many possibilities...especially since there's been some weird electrical disturbances. As the stranger, fresh out of prison, tries to put his life back together--to recover his money from an old bank heist and the girl he lost in doing the job--something keeps interfering with his plans. Is it fate...or just Destiny?",4.978
1551,"Glass Shield, The (1994)",72031,/cgvBosSBpjF8ynBi7A1KmMwYoxl.jpg,"J.J. is a rookie in the Sheriff's Department and the first black officer at that station. Racial tensions run high in the department as some of J.J.'s fellow officers resent his presence. His only real friend is the other new trooper, the first female officer to work there, who also suffers similar discrimination in the otherwise all-white male work environment. When J.J. becomes increasingly aware of police corruption during the murder trial of Teddy Woods, whom he helped to arrest, he faces difficult decisions and puts himself into grave personal danger in the service of justice.",4.933
1552,"Hunted, The (1995)",29565,/quuo0HILA9FoGFQ2EXGBj7jZv1x.jpg,A woman with no memories runs in fear through the night when she is rescued by a man passing by. They will both have to figure out who her mysterious enemies are and what they want to achieve.,5.4
1553,"Underneath, The (1995)",1138517,/6AQSHjXDtc4lCGz5csLTELFemRk.jpg,"The popular Love God series in the movie version is based on OV's ""New Female Teacher"". The Okawa Fountain, which has been appointed as a teacher for students at its alma mater, reunites with the teacher Zhefu, who has been longing for girls from their high school years, but there is a suspicious rumor given to him. Nobusuke Kishi, who plays the leading role in the leisure, enjoys high popularity.",0.0
1554,Safe Passage (1994),49803,/b0pcExU3UvqUoaRiYwrVEAYC2iL.jpg,"Recently estranged from her husband, and mother of seven sons, Mag Singer stands poised to pursue a whole new way of life. But when one of her children is involved in an explosion while on duty in the Middle East, Mag must rexamine everything she cherishes.",5.833
1555,"Secret Adventures of Tom Thumb, The (1993)",18242,/98yogK8pBvjqpQ7mtohuaBMLUJv.jpg,A boy born the size of a small doll is kidnapped by a genetic lab and must find a way back to his father in this inventive adventure filmed using stop motion animation techniques.,6.5
1556,Condition Red (1995),340210,/5resaGz69uNiR9UTj4sqYwLictG.jpg,Prison guard falls in love with inmate. She wants him to let her escape.,4.222
1557,Yankee Zulu (1994),16417,/gOPkzkmi5XkGDUkurhpBK9gNHpI.jpg,"Two South African boys, one white, Rhino, and one black, Zulu, go their separate ways after an incident. Many years later, they meet up again as adults, when one, after living for years in the United States, is now a wanted criminal. The two end up being a part of a madcap chase involving a check for a large amount of lottery money, pursued by Gen. Diehard and Rhino's ex-wife Rowena, who was the cause of the rift between the two protagonists.",5.9
1558,Aparajito (1956),896405,/1ut3XJUxQEus4B57TQ5wZHiXgN6.jpg,A young filmmaker prepares for the debut of his first feature film.,8.1
1559,Hostile Intentions (1994),288173,/ulynXxIyB9bmEbH0mKI23vUF1ND.jpg,"A weekend of fun becomes a fight for survival when three American women land in a Mexican jail. After being sexually molested by the guards, they attempt to escape with the help of a fellow prisoner.",4.167
1560,Clean Slate (Coup de Torchon) (1981),18658,/kAYsvQvBVshLHGTIDGHcj9jTJq0.jpg,"Pogue is a private eye with a problem: every morning when he wakes up, he has total amnesia, waking up with a 'blank slate'. Since he is in the middle of a hot investigation and has a developing romance, this is less than convenient.",5.8
1561,Tigrero: A Film That Was Never Made (1994),88030,/mLXywHBqww8uhCiJ6OM5RbOBZz9.jpg,"In 1993, Sam Fuller takes Jim Jarmusch on a trip into Brazil's Mato Grosso, up the River Araguaia to the village of Santa Isabel Do Morro, where 40 years before, Zanuck had sent Fuller to scout a location and write a script for a movie based on a tigrero, a jaguar hunter. Sam hopes to find people who remember him, and he takes film he shot in 1954. He's Rip Van Winkle, and, indeed, a great deal changed in the village. There are televisions, watches, and brick houses. But, the same Karajá culture awaits as well. He gathers the villagers to show his old film footage, and people recognize friends and relatives, thanking Fuller for momentarily bringing them back to life.",6.9
